"profile_name","workbooks","last_publish","workbook_screenshot.original_url","workbook_screenshot.viz_img","workbook_thumbnail.original_url","workbook_thumbnail.viz_img","last_publish_datetime"
"chiaki.ishida","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/MakeoverMonday2020W3Isittimetotreatsugarlikesmoking_15795772665450/1",1579579876420,"https://public.tableau.com/profile/chiaki.ishida#!/vizhome/MakeoverMonday2020W3Isittimetotreatsugarlikesmoking_15795772665450/1","https://public.tableau.com/static/images/Ma/MakeoverMonday2020W3Isittimetotreatsugarlikesmoking_15795772665450/1/1.png","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/MakeoverMonday2020W3Isittimetotreatsugarlikesmoking_15795772665450/1","https://public.tableau.com/thumb/views/MakeoverMonday2020W3Isittimetotreatsugarlikesmoking_15795772665450/1",2020-01-21 04:11:16
"chiaki.ishida","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/KNOCKKNOCKCATS/1",1579450779627,"https://public.tableau.com/profile/chiaki.ishida#!/vizhome/KNOCKKNOCKCATS/1","https://public.tableau.com/static/images/KN/KNOCKKNOCKCATS/1/1.png","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/KNOCKKNOCKCATS/1","https://public.tableau.com/thumb/views/KNOCKKNOCKCATS/1",2020-01-19 16:19:39
"chiaki.ishida","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/WorkoutWednesday2020W2_Canyoubuildabeautifulanddynamicbarchart/1",1579055498305,"https://public.tableau.com/profile/chiaki.ishida#!/vizhome/WorkoutWednesday2020W2_Canyoubuildabeautifulanddynamicbarchart/1","https://public.tableau.com/static/images/Wo/WorkoutWednesday2020W2_Canyoubuildabeautifulanddynamicbarchart/1/1.png","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/WorkoutWednesday2020W2_Canyoubuildabeautifulanddynamicbarchart/1","https://public.tableau.com/thumb/views/WorkoutWednesday2020W2_Canyoubuildabeautifulanddynamicbarchart/1",2020-01-15 02:31:38
"chiaki.ishida","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/WorkoutWednesday2020W1_Canyousortdimensionswithasingleclick/1",1578965057528,"https://public.tableau.com/profile/chiaki.ishida#!/vizhome/WorkoutWednesday2020W1_Canyousortdimensionswithasingleclick/1","https://public.tableau.com/static/images/Wo/WorkoutWednesday2020W1_Canyousortdimensionswithasingleclick/1/1.png","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/WorkoutWednesday2020W1_Canyousortdimensionswithasingleclick/1","https://public.tableau.com/thumb/views/WorkoutWednesday2020W1_Canyousortdimensionswithasingleclick/1",2020-01-14 01:24:17
"chiaki.ishida","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/Viz_15641283687410/sheet0",1578884857374,"https://public.tableau.com/profile/chiaki.ishida#!/vizhome/Viz_15641283687410/sheet0","https://public.tableau.com/static/images/Vi/Viz_15641283687410/sheet0/1.png","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/Viz_15641283687410/sheet0","https://public.tableau.com/thumb/views/Viz_15641283687410/sheet0",2020-01-13 03:07:37
"chiaki.ishida","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/MakeoverMonday2020W1WhatisAmericasmostpopularsport/1",1578542865211,"https://public.tableau.com/profile/chiaki.ishida#!/vizhome/MakeoverMonday2020W1WhatisAmericasmostpopularsport/1","https://public.tableau.com/static/images/Ma/MakeoverMonday2020W1WhatisAmericasmostpopularsport/1/1.png","https://public.tableau.com/profile/chiaki.ishida#!/vizhome/MakeoverMonday2020W1WhatisAmericasmostpopularsport/1","https://public.tableau.com/thumb/views/MakeoverMonday2020W1WhatisAmericasmostpopularsport/1",2020-01-09 04:07:45
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/TheWorldas100People_15714157829890/TheWorldas100People",1571415782986,"https://public.tableau.com/profile/ashwin5188#!/vizhome/TheWorldas100People_15714157829890/TheWorldas100People","https://public.tableau.com/static/images/Th/TheWorldas100People_15714157829890/TheWorldas100People/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/TheWorldas100People_15714157829890/TheWorldas100People","https://public.tableau.com/thumb/views/TheWorldas100People_15714157829890/TheWorldas100People",2019-10-18 17:23:02
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/7_7BillionPeople/7_7BillionPeople",1570776028171,"https://public.tableau.com/profile/ashwin5188#!/vizhome/7_7BillionPeople/7_7BillionPeople","https://public.tableau.com/static/images/7_/7_7BillionPeople/7_7BillionPeople/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/7_7BillionPeople/7_7BillionPeople","https://public.tableau.com/thumb/views/7_7BillionPeople/7_7BillionPeople",2019-10-11 07:40:28
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/WorldRecordsinAthletics/WorldRecordsinAthletics-Men",1569604327914,"https://public.tableau.com/profile/ashwin5188#!/vizhome/WorldRecordsinAthletics/WorldRecordsinAthletics-Men","https://public.tableau.com/static/images/Wo/WorldRecordsinAthletics/WorldRecordsinAthletics-Men/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/WorldRecordsinAthletics/WorldRecordsinAthletics-Men","https://public.tableau.com/thumb/views/WorldRecordsinAthletics/WorldRecordsinAthletics-Men",2019-09-27 18:12:07
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/ForeignPlayersinthePremierLeague/ForeignPlayersinthePremierLeague",1568133546051,"https://public.tableau.com/profile/ashwin5188#!/vizhome/ForeignPlayersinthePremierLeague/ForeignPlayersinthePremierLeague","https://public.tableau.com/static/images/Fo/ForeignPlayersinthePremierLeague/ForeignPlayersinthePremierLeague/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/ForeignPlayersinthePremierLeague/ForeignPlayersinthePremierLeague","https://public.tableau.com/thumb/views/ForeignPlayersinthePremierLeague/ForeignPlayersinthePremierLeague",2019-09-10 17:39:06
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/The100000Refugees/The100000Refugees",1568133027041,"https://public.tableau.com/profile/ashwin5188#!/vizhome/The100000Refugees/The100000Refugees","https://public.tableau.com/static/images/Th/The100000Refugees/The100000Refugees/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/The100000Refugees/The100000Refugees","https://public.tableau.com/thumb/views/The100000Refugees/The100000Refugees",2019-09-10 17:30:27
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/DesignyourProduct/DesignyourProduct",1566911258695,"https://public.tableau.com/profile/ashwin5188#!/vizhome/DesignyourProduct/DesignyourProduct","https://public.tableau.com/static/images/De/DesignyourProduct/DesignyourProduct/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/DesignyourProduct/DesignyourProduct","https://public.tableau.com/thumb/views/DesignyourProduct/DesignyourProduct",2019-08-27 14:07:38
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/ImpactofHeartRatesonCreaturesLongevity1/HeartRatesandLifespan",1565419814388,"https://public.tableau.com/profile/ashwin5188#!/vizhome/ImpactofHeartRatesonCreaturesLongevity1/HeartRatesandLifespan","https://public.tableau.com/static/images/Im/ImpactofHeartRatesonCreaturesLongevity1/HeartRatesandLifespan/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/ImpactofHeartRatesonCreaturesLongevity1/HeartRatesandLifespan","https://public.tableau.com/thumb/views/ImpactofHeartRatesonCreaturesLongevity1/HeartRatesandLifespan",2019-08-10 07:50:14
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/RoyalTreesofWesteros/RoyalTreesofWesteros",1565153231163,"https://public.tableau.com/profile/ashwin5188#!/vizhome/RoyalTreesofWesteros/RoyalTreesofWesteros","https://public.tableau.com/static/images/Ro/RoyalTreesofWesteros/RoyalTreesofWesteros/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/RoyalTreesofWesteros/RoyalTreesofWesteros","https://public.tableau.com/thumb/views/RoyalTreesofWesteros/RoyalTreesofWesteros",2019-08-07 05:47:11
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/HowDoMusicArtistsMakeMoney/HowDoMusicArtistsMakeMoney",1564682804603,"https://public.tableau.com/profile/ashwin5188#!/vizhome/HowDoMusicArtistsMakeMoney/HowDoMusicArtistsMakeMoney","https://public.tableau.com/static/images/Ho/HowDoMusicArtistsMakeMoney/HowDoMusicArtistsMakeMoney/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/HowDoMusicArtistsMakeMoney/HowDoMusicArtistsMakeMoney","https://public.tableau.com/thumb/views/HowDoMusicArtistsMakeMoney/HowDoMusicArtistsMakeMoney",2019-08-01 19:06:44
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/CricketWorldCupTeamsPerformances/CricketWorldCupPerformances",1563206073755,"https://public.tableau.com/profile/ashwin5188#!/vizhome/CricketWorldCupTeamsPerformances/CricketWorldCupPerformances","https://public.tableau.com/static/images/Cr/CricketWorldCupTeamsPerformances/CricketWorldCupPerformances/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/CricketWorldCupTeamsPerformances/CricketWorldCupPerformances","https://public.tableau.com/thumb/views/CricketWorldCupTeamsPerformances/CricketWorldCupPerformances",2019-07-15 16:54:33
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/CaffeineContentinVariousSubstances/CaffeineContentinSubstances",1563203903298,"https://public.tableau.com/profile/ashwin5188#!/vizhome/CaffeineContentinVariousSubstances/CaffeineContentinSubstances","https://public.tableau.com/static/images/Ca/CaffeineContentinVariousSubstances/CaffeineContentinSubstances/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/CaffeineContentinVariousSubstances/CaffeineContentinSubstances","https://public.tableau.com/thumb/views/CaffeineContentinVariousSubstances/CaffeineContentinSubstances",2019-07-15 16:18:23
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/BatmanVsJokerintheUK/BatmanVsJokerintheUK",1562133137535,"https://public.tableau.com/profile/ashwin5188#!/vizhome/BatmanVsJokerintheUK/BatmanVsJokerintheUK","https://public.tableau.com/static/images/Ba/BatmanVsJokerintheUK/BatmanVsJokerintheUK/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/BatmanVsJokerintheUK/BatmanVsJokerintheUK","https://public.tableau.com/thumb/views/BatmanVsJokerintheUK/BatmanVsJokerintheUK",2019-07-03 06:52:17
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/PlacesVisited_2/PlacesVisited",1562131078387,"https://public.tableau.com/profile/ashwin5188#!/vizhome/PlacesVisited_2/PlacesVisited","https://public.tableau.com/static/images/Pl/PlacesVisited_2/PlacesVisited/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/PlacesVisited_2/PlacesVisited","https://public.tableau.com/thumb/views/PlacesVisited_2/PlacesVisited",2019-07-03 06:17:58
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/GlobalWealthReport/GlobalWealthReport2018",1562004319200,"https://public.tableau.com/profile/ashwin5188#!/vizhome/GlobalWealthReport/GlobalWealthReport2018","https://public.tableau.com/static/images/Gl/GlobalWealthReport/GlobalWealthReport2018/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/GlobalWealthReport/GlobalWealthReport2018","https://public.tableau.com/thumb/views/GlobalWealthReport/GlobalWealthReport2018",2019-07-01 19:05:19
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/UFOSightingReports/UFOSightingReports",1559580313160,"https://public.tableau.com/profile/ashwin5188#!/vizhome/UFOSightingReports/UFOSightingReports","https://public.tableau.com/static/images/UF/UFOSightingReports/UFOSightingReports/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/UFOSightingReports/UFOSightingReports","https://public.tableau.com/thumb/views/UFOSightingReports/UFOSightingReports",2019-06-03 17:45:13
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/SP500DataFeb2013-18/SP500Feb2013-18",1559580079082,"https://public.tableau.com/profile/ashwin5188#!/vizhome/SP500DataFeb2013-18/SP500Feb2013-18","https://public.tableau.com/static/images/SP/SP500DataFeb2013-18/SP500Feb2013-18/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/SP500DataFeb2013-18/SP500Feb2013-18","https://public.tableau.com/thumb/views/SP500DataFeb2013-18/SP500Feb2013-18",2019-06-03 17:41:19
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/IPLFinalStandingsbySeason/IPLFinalStandings",1559579972018,"https://public.tableau.com/profile/ashwin5188#!/vizhome/IPLFinalStandingsbySeason/IPLFinalStandings","https://public.tableau.com/static/images/IP/IPLFinalStandingsbySeason/IPLFinalStandings/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/IPLFinalStandingsbySeason/IPLFinalStandings","https://public.tableau.com/thumb/views/IPLFinalStandingsbySeason/IPLFinalStandings",2019-06-03 17:39:32
"ashwin5188","https://public.tableau.com/profile/ashwin5188#!/vizhome/KingKongandSouthAmerica/KingKongandSouthAmerica",1559579883322,"https://public.tableau.com/profile/ashwin5188#!/vizhome/KingKongandSouthAmerica/KingKongandSouthAmerica","https://public.tableau.com/static/images/Ki/KingKongandSouthAmerica/KingKongandSouthAmerica/1.png","https://public.tableau.com/profile/ashwin5188#!/vizhome/KingKongandSouthAmerica/KingKongandSouthAmerica","https://public.tableau.com/thumb/views/KingKongandSouthAmerica/KingKongandSouthAmerica",2019-06-03 17:38:03
"alaina.prevot","https://public.tableau.com/profile/alaina.prevot#!/vizhome/MakeoverMonday-Week20RhinoPoachinginSA/RhinoPoachingIncidents",1557701188794,"https://public.tableau.com/profile/alaina.prevot#!/vizhome/MakeoverMonday-Week20RhinoPoachinginSA/RhinoPoachingIncidents","https://public.tableau.com/static/images/Ma/MakeoverMonday-Week20RhinoPoachinginSA/RhinoPoachingIncidents/1.png","https://public.tableau.com/profile/alaina.prevot#!/vizhome/MakeoverMonday-Week20RhinoPoachinginSA/RhinoPoachingIncidents","https://public.tableau.com/thumb/views/MakeoverMonday-Week20RhinoPoachinginSA/RhinoPoachingIncidents",2019-05-12 23:46:28
"alaina.prevot","https://public.tableau.com/profile/alaina.prevot#!/vizhome/DCData/DCNeighborhoodSnapshot",1549932170276,"https://public.tableau.com/profile/alaina.prevot#!/vizhome/DCData/DCNeighborhoodSnapshot","https://public.tableau.com/static/images/DC/DCData/DCNeighborhoodSnapshot/1.png","https://public.tableau.com/profile/alaina.prevot#!/vizhome/DCData/DCNeighborhoodSnapshot","https://public.tableau.com/thumb/views/DCData/DCNeighborhoodSnapshot",2019-02-12 00:42:50
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/Cusineculture/CuisineCulture",1544672356672,"https://public.tableau.com/profile/hyan2#!/vizhome/Cusineculture/CuisineCulture","https://public.tableau.com/static/images/Cu/Cusineculture/CuisineCulture/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/Cusineculture/CuisineCulture","https://public.tableau.com/thumb/views/Cusineculture/CuisineCulture",2018-12-13 03:39:16
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/cherryblossom_0/blossom",1522067839722,"https://public.tableau.com/profile/hyan2#!/vizhome/cherryblossom_0/blossom","https://public.tableau.com/static/images/ch/cherryblossom_0/blossom/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/cherryblossom_0/blossom","https://public.tableau.com/thumb/views/cherryblossom_0/blossom",2018-03-26 13:37:19
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/WhatdoesUNtalkaboutwhenittalksaboutrefugees/UNHCR",1512106918911,"https://public.tableau.com/profile/hyan2#!/vizhome/WhatdoesUNtalkaboutwhenittalksaboutrefugees/UNHCR","https://public.tableau.com/static/images/Wh/WhatdoesUNtalkaboutwhenittalksaboutrefugees/UNHCR/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/WhatdoesUNtalkaboutwhenittalksaboutrefugees/UNHCR","https://public.tableau.com/thumb/views/WhatdoesUNtalkaboutwhenittalksaboutrefugees/UNHCR",2017-12-01 05:41:58
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/world_happiness_report/HappinessReport",1512103764046,"https://public.tableau.com/profile/hyan2#!/vizhome/world_happiness_report/HappinessReport","https://public.tableau.com/static/images/wo/world_happiness_report/HappinessReport/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/world_happiness_report/HappinessReport","https://public.tableau.com/thumb/views/world_happiness_report/HappinessReport",2017-12-01 04:49:24
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/ForbesMidasList/midaslist",1509872792276,"https://public.tableau.com/profile/hyan2#!/vizhome/ForbesMidasList/midaslist","https://public.tableau.com/static/images/Fo/ForbesMidasList/midaslist/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/ForbesMidasList/midaslist","https://public.tableau.com/thumb/views/ForbesMidasList/midaslist",2017-11-05 09:06:32
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/TopcitiesbydatainterestsaccordingtoGoogleTrends/Citiesandtheirsearches",1505023301314,"https://public.tableau.com/profile/hyan2#!/vizhome/TopcitiesbydatainterestsaccordingtoGoogleTrends/Citiesandtheirsearches","https://public.tableau.com/static/images/To/TopcitiesbydatainterestsaccordingtoGoogleTrends/Citiesandtheirsearches/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/TopcitiesbydatainterestsaccordingtoGoogleTrends/Citiesandtheirsearches","https://public.tableau.com/thumb/views/TopcitiesbydatainterestsaccordingtoGoogleTrends/Citiesandtheirsearches",2017-09-10 07:01:41
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/meteoritelandings/meteoritelandings",1502979189801,"https://public.tableau.com/profile/hyan2#!/vizhome/meteoritelandings/meteoritelandings","https://public.tableau.com/static/images/me/meteoritelandings/meteoritelandings/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/meteoritelandings/meteoritelandings","https://public.tableau.com/thumb/views/meteoritelandings/meteoritelandings",2017-08-17 15:13:09
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/PokemonGo_4/Go",1502974287144,"https://public.tableau.com/profile/hyan2#!/vizhome/PokemonGo_4/Go","https://public.tableau.com/static/images/Po/PokemonGo_4/Go/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/PokemonGo_4/Go","https://public.tableau.com/thumb/views/PokemonGo_4/Go",2017-08-17 13:51:27
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/Alter-egosintheSimpsons/TheSimpsonsUnseen",1502675239297,"https://public.tableau.com/profile/hyan2#!/vizhome/Alter-egosintheSimpsons/TheSimpsonsUnseen","https://public.tableau.com/static/images/Al/Alter-egosintheSimpsons/TheSimpsonsUnseen/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/Alter-egosintheSimpsons/TheSimpsonsUnseen","https://public.tableau.com/thumb/views/Alter-egosintheSimpsons/TheSimpsonsUnseen",2017-08-14 02:47:19
"hyan2","https://public.tableau.com/profile/hyan2#!/vizhome/airplanecrashesacrosshistory/crashes",1470562834437,"https://public.tableau.com/profile/hyan2#!/vizhome/airplanecrashesacrosshistory/crashes","https://public.tableau.com/static/images/ai/airplanecrashesacrosshistory/crashes/1.png","https://public.tableau.com/profile/hyan2#!/vizhome/airplanecrashesacrosshistory/crashes","https://public.tableau.com/thumb/views/airplanecrashesacrosshistory/crashes",2016-08-07 10:40:34
