workbookRepoUrl,title,defaultViewName,viewCount,numberOfFavorites,authorDisplayName,authorProfileName,defaultViewRepoUrl,profileName,VOTD_flag
WOW2022_W28_CanyoubuildaButterflychart,WOW2022_W28_Can you build a Butterfly chart,goal,28,0,YusukeNakanishi,yusukenakanishi,WOW2022_W28_CanyoubuildaButterflychart/sheets/goal,yusukenakanishi,
MOM2018W50_Landusepergramofprotein2017,MOM2018W50_Land use per gram of protein 2017,goal,33,0,YusukeNakanishi,yusukenakanishi,MOM2018W50_Landusepergramofprotein2017/sheets/goal,yusukenakanishi,
WOW2022_W27_Canyoumakeabulletchart,WOW2022_W27_Can you make a bullet chart?,goal,31,0,YusukeNakanishi,yusukenakanishi,WOW2022_W27_Canyoumakeabulletchart/sheets/goal,yusukenakanishi,
MOM2018W51_LondonBusSafetyPerformance,MOM2018W51_London Bus Safety Performance,goal,30,0,YusukeNakanishi,yusukenakanishi,MOM2018W51_LondonBusSafetyPerformance/sheets/goal,yusukenakanishi,
MOM2018W58_AveragespendingonChristmasgiftintheU_S_,MOM2018W58_Average spending on Christmas gift in the U.S.,goal,30,0,YusukeNakanishi,yusukenakanishi,MOM2018W58_AveragespendingonChristmasgiftintheU_S_/sheets/goal,yusukenakanishi,
WOW2022_W25_Doubledrill-downwithSetActions,WOW2022_W25_Double drill-down with Set Actions,goal,24,0,YusukeNakanishi,yusukenakanishi,WOW2022_W25_Doubledrill-downwithSetActions/sheets/goal,yusukenakanishi,
WOW2022_W24_Howisthearticicemelttrending,WOW2022_W24_How is the artic ice melt trending?,goal,23,0,YusukeNakanishi,yusukenakanishi,WOW2022_W24_Howisthearticicemelttrending/sheets/goal,yusukenakanishi,
WOW2022_W23_PrepThatandBuildThis,WOW2022_W23_Prep That and Build This!,goal,24,0,YusukeNakanishi,yusukenakanishi,WOW2022_W23_PrepThatandBuildThis/sheets/goal,yusukenakanishi,
MOM2019W02_HISTORICALTRENDSINPRESSFREEDOM,MOM2019W02_HISTORICAL TRENDS IN PRESS FREEDOM,Dashboard4,31,0,YusukeNakanishi,yusukenakanishi,MOM2019W02_HISTORICALTRENDSINPRESSFREEDOM/sheets/Dashboard4,yusukenakanishi,
WOW2022_W22_CANYOUMAINTAINRANK,WOW2022_W22_CAN YOU MAINTAIN RANK?,goal,23,0,YusukeNakanishi,yusukenakanishi,WOW2022_W22_CANYOUMAINTAINRANK/sheets/goal,yusukenakanishi,
MOM2019W05_DigitalEconomyandSocietyIndexDESI2014-2018,MOM2019W05_Digital Economy and Society Index (DESI) 2014-2018,goal,51,2,YusukeNakanishi,yusukenakanishi,MOM2019W05_DigitalEconomyandSocietyIndexDESI2014-2018/sheets/goal,yusukenakanishi,
WOW2022_W21_LetsBuildaTrellisChart,WOW2022_W21_Let's Build a Trellis Chart!,goal,31,0,YusukeNakanishi,yusukenakanishi,WOW2022_W21_LetsBuildaTrellisChart/sheets/goal,yusukenakanishi,
WOW2022_W19_Canyouformatthedashboard,WOW2022_W19_Can you format the dashboard?,goal,27,0,YusukeNakanishi,yusukenakanishi,WOW2022_W19_Canyouformatthedashboard/sheets/goal,yusukenakanishi,
WOW2022_W17_CanyouSwitchbetweenKPIs,WOW2022_W17_Can you Switch between KPIs?,goal,26,0,YusukeNakanishi,yusukenakanishi,WOW2022_W17_CanyouSwitchbetweenKPIs/sheets/goal,yusukenakanishi,
WOW2022_W20_MonthlySalesvsTarget,WOW2022_W20_Monthly Sales vs Target,goal,26,0,YusukeNakanishi,yusukenakanishi,WOW2022_W20_MonthlySalesvsTarget/sheets/goal,yusukenakanishi,
MOM2019W06_HowChineseNewYearComparesWithThanksgiving,MOM2019W06_How Chinese New Year Compares With Thanksgiving,goal,44,0,YusukeNakanishi,yusukenakanishi,MOM2019W06_HowChineseNewYearComparesWithThanksgiving/sheets/goal,yusukenakanishi,
MOM2019W07_PresidentTrumpsExecutiveTime,MOM2019W07_President Trump's Executive Time,goal,69,0,YusukeNakanishi,yusukenakanishi,MOM2019W07_PresidentTrumpsExecutiveTime/sheets/goal,yusukenakanishi,
WOW2022_W18_CanyouOptimizethis,WOW2022_W18_Can you Optimize this?,WOW2022W18,31,0,YusukeNakanishi,yusukenakanishi,WOW2022_W18_CanyouOptimizethis/sheets/WOW2022W18,yusukenakanishi,
MOM2019W08_WindEnergyinUS2018,MOM2019W08_Wind Energy in US 2018,goal,56,0,YusukeNakanishi,yusukenakanishi,MOM2019W08_WindEnergyinUS2018/sheets/goal,yusukenakanishi,
WOW2022_W16_CanyoumakeaHexbinMap,WOW2022_W16_Can you make a Hexbin Map?,goal,36,1,YusukeNakanishi,yusukenakanishi,WOW2022_W16_CanyoumakeaHexbinMap/sheets/goal,yusukenakanishi,
MOM2019W09_EconomicvalueofthebicycleindustryinUK,MOM2019W09_Economic value of the bicycle industry in UK,goal,35,0,YusukeNakanishi,yusukenakanishi,MOM2019W09_EconomicvalueofthebicycleindustryinUK/sheets/goal,yusukenakanishi,
WOW2022_W15_HowwelldoyouknowTableausOrderofOperations,WOW2022_W15_How well do you know Tableau's Order of Operations,goal,28,0,YusukeNakanishi,yusukenakanishi,WOW2022_W15_HowwelldoyouknowTableausOrderofOperations/sheets/goal,yusukenakanishi,
MOM2019W10_WorldDevelopmentIndicators-HealthandEquality,MOM2019W10_World Development Indicators - Health and Equality,goal,36,0,YusukeNakanishi,yusukenakanishi,MOM2019W10_WorldDevelopmentIndicators-HealthandEquality/sheets/goal,yusukenakanishi,
WOW2022_W14_Canyoutrackheadcount,WOW2022_W14_Can you track headcount?,goal,27,0,YusukeNakanishi,yusukenakanishi,WOW2022_W14_Canyoutrackheadcount/sheets/goal,yusukenakanishi,
MOM2019W12_PhiladelphiaRealEstateTransfers,MOM2019W12_Philadelphia Real Estate Transfers,goal,42,0,YusukeNakanishi,yusukenakanishi,MOM2019W12_PhiladelphiaRealEstateTransfers/sheets/goal,yusukenakanishi,
WOW2022_W13_CanyouusemultipleMarkLayers_16490807654110,WOW2022_W13_Can you use multiple Mark Layers?,goal,26,0,YusukeNakanishi,yusukenakanishi,WOW2022_W13_CanyouusemultipleMarkLayers_16490807654110/sheets/goal,yusukenakanishi,
MOM2019W12_Howdowereallyfeelaboutwomenleaders,MOM2019W12_How do we really feel about women leaders,Dashboard1,51,0,YusukeNakanishi,yusukenakanishi,MOM2019W12_Howdowereallyfeelaboutwomenleaders/sheets/Dashboard1,yusukenakanishi,
WOW2022_W12_Canyoucreateajitteredboxplot,WOW2022_W12_Can you create a jittered boxplot?,goal,33,0,YusukeNakanishi,yusukenakanishi,WOW2022_W12_Canyoucreateajitteredboxplot/sheets/goal,yusukenakanishi,
MOM2019W13_ConsumerSpendingbyGeneration,MOM2019W13_Consumer Spending by Generation,goal,34,0,YusukeNakanishi,yusukenakanishi,MOM2019W13_ConsumerSpendingbyGeneration/sheets/goal,yusukenakanishi,
WOW2022_W11_Canyounavigateahierarchy,WOW2022_W11_Can you navigate a hierarchy?,goal,30,0,YusukeNakanishi,yusukenakanishi,WOW2022_W11_Canyounavigateahierarchy/sheets/goal,yusukenakanishi,
MOM2019W14_WhatkindofwasteappearsonUKbeaches,MOM2019W14_What kind of waste appears on UK beaches?,Dashboard1,48,0,YusukeNakanishi,yusukenakanishi,MOM2019W14_WhatkindofwasteappearsonUKbeaches/sheets/Dashboard1,yusukenakanishi,
JTUGvizexhibitionLifeShikoku88TemplePilgrimage,"(JTUG viz exhibition ""Life"")Shikoku 88 Temple Pilgrimage",39A0ED,129,2,YusukeNakanishi,yusukenakanishi,JTUGvizexhibitionLifeShikoku88TemplePilgrimage/sheets/39A0ED,yusukenakanishi,
WOW2022_W10_SalesBudgetBurndownChart,WOW2022_W10_Sales Budget “Burndown” Chart,goal,35,0,YusukeNakanishi,yusukenakanishi,WOW2022_W10_SalesBudgetBurndownChart/sheets/goal,yusukenakanishi,
MOM2019W15_RankingStatesbyFiscalCondition,MOM2019W15_Ranking States by Fiscal Condition,goal,47,0,YusukeNakanishi,yusukenakanishi,MOM2019W15_RankingStatesbyFiscalCondition/sheets/goal,yusukenakanishi,
WOW2022_W08_Howmanypatientswereadmittedevery15minutes,WOW2022_W08_How many patients were admitted every 15 minutes?,goal,37,0,YusukeNakanishi,yusukenakanishi,WOW2022_W08_Howmanypatientswereadmittedevery15minutes/sheets/goal,yusukenakanishi,
MOM2019W16_ThewordsinInfoWeTrust,MOM2019W16_The words in 'Info We Trust',Dashboard1,41,0,YusukeNakanishi,yusukenakanishi,MOM2019W16_ThewordsinInfoWeTrust/sheets/Dashboard1,yusukenakanishi,
WOW2022_W08_Nowletsaddmeasureswitchers,WOW2022_W08_Now lets add measure switchers?,goal,32,0,YusukeNakanishi,yusukenakanishi,WOW2022_W08_Nowletsaddmeasureswitchers/sheets/goal,yusukenakanishi,
MOM2019W17_StephCurrysStadiumPopcornRankings,MOM2019W17_Steph Curry’s Stadium Popcorn Rankings,goal,44,1,YusukeNakanishi,yusukenakanishi,MOM2019W17_StephCurrysStadiumPopcornRankings/sheets/goal,yusukenakanishi,
WOW2022_W07_AddingMoreDetailContext,WOW2022_W07_Adding More Detail&Context,goal,25,0,YusukeNakanishi,yusukenakanishi,WOW2022_W07_AddingMoreDetailContext/sheets/goal,yusukenakanishi,
MOM2019W18_SpaceStationSpacewalks,MOM2019W18_Space Station Spacewalks,goal,34,0,YusukeNakanishi,yusukenakanishi,MOM2019W18_SpaceStationSpacewalks/sheets/goal,yusukenakanishi,
WOW2022_W06_AddingDetailContext,WOW2022_W06_Adding Detail&Context?,goal,40,0,YusukeNakanishi,yusukenakanishi,WOW2022_W06_AddingDetailContext/sheets/goal,yusukenakanishi,
MOM2019W19_MLBplayerssalaryhistory,MOM2019W19_MLB players salary history,goal,48,0,YusukeNakanishi,yusukenakanishi,MOM2019W19_MLBplayerssalaryhistory/sheets/goal,yusukenakanishi,
WOW2022_W05_Canyoubuildareferencebox,WOW2022_W05_Can you build a reference box?,goal,43,0,YusukeNakanishi,yusukenakanishi,WOW2022_W05_Canyoubuildareferencebox/sheets/goal,yusukenakanishi,
MOM2019W20_RhinopoachinginSouthAfrica2006-2016,MOM2019W20_Rhino poaching in South Africa 2006-2016,goal,43,0,YusukeNakanishi,yusukenakanishi,MOM2019W20_RhinopoachinginSouthAfrica2006-2016/sheets/goal,yusukenakanishi,
WOW2022_W04_Howhavesuccessfulproductsperformed,WOW2022_W04_How have successful products performed,goal,29,0,YusukeNakanishi,yusukenakanishi,WOW2022_W04_Howhavesuccessfulproductsperformed/sheets/goal,yusukenakanishi,
MOM2019W21_NorthAmericanBearAttacks,MOM2019W21_North American Bear Attacks,goal,47,0,YusukeNakanishi,yusukenakanishi,MOM2019W21_NorthAmericanBearAttacks/sheets/goal,yusukenakanishi,
WOW2022_W03_Canyouvisualisepercentdifferencefromaselecteddate,WOW2022_W03_Can you visualise percent difference from a selected date,goal,32,0,YusukeNakanishi,yusukenakanishi,WOW2022_W03_Canyouvisualisepercentdifferencefromaselecteddate/sheets/goal,yusukenakanishi,
MOM2019W22_CO2emissionspercapita,MOM2019W22_CO2 emissions per capita,goal,73,0,YusukeNakanishi,yusukenakanishi,MOM2019W22_CO2emissionspercapita/sheets/goal,yusukenakanishi,
WOW2022_W02_CanyoubuildaweeklyYear-over-Yearlinechart,WOW2022_W02_Can you build a weekly Year-over-Year line chart,goal,25,0,YusukeNakanishi,yusukenakanishi,WOW2022_W02_CanyoubuildaweeklyYear-over-Yearlinechart/sheets/goal,yusukenakanishi,
MOM2019W23_SleepingtrendsinAmerica,MOM2019W23_Sleeping trends in America,goal,46,0,YusukeNakanishi,yusukenakanishi,MOM2019W23_SleepingtrendsinAmerica/sheets/goal,yusukenakanishi,
WOW2022_W01_Letsanalyzewildfirestrikes,WOW2022_W01_Let's analyze wildfire strikes,goal,29,0,YusukeNakanishi,yusukenakanishi,WOW2022_W01_Letsanalyzewildfirestrikes/sheets/goal,yusukenakanishi,
MOM2019W24_Isitwrongforsame-sexcouplestohavesexualrelations,MOM2019W24_Is it wrong for same-sex couples to have sexual relations?,goal,50,0,YusukeNakanishi,yusukenakanishi,MOM2019W24_Isitwrongforsame-sexcouplestohavesexualrelations/sheets/goal,yusukenakanishi,
Mytableaupublic2021,My tableau public 2021,goal,38,0,YusukeNakanishi,yusukenakanishi,Mytableaupublic2021/sheets/goal,yusukenakanishi,
WOW2021Week52Canyoubuildatablewithonemeasure_16408839335090,WOW2021 Week 52 Can you build a table with one measure?,Dashboard1,71,0,YusukeNakanishi,yusukenakanishi,WOW2021Week52Canyoubuildatablewithonemeasure_16408839335090/sheets/Dashboard1,yusukenakanishi,
MOM2019W26_AlcoholConsumptionByCountry,MOM2019W26_Alcohol Consumption By Country,goal,60,0,YusukeNakanishi,yusukenakanishi,MOM2019W26_AlcoholConsumptionByCountry/sheets/goal,yusukenakanishi,
WOW2021Week51LetsVisualizeWorkoutWednesdaySubmissions_16406234670610,WOW2021 Week 51 Let’s Visualize #WorkoutWednesday Submissions,goal,27,0,YusukeNakanishi,yusukenakanishi,WOW2021Week51LetsVisualizeWorkoutWednesdaySubmissions_16406234670610/sheets/goal,yusukenakanishi,
MOM2019W27_GameofThronesDeaths,MOM2019W27_ Game of Thrones Deaths,goal,42,0,YusukeNakanishi,yusukenakanishi,MOM2019W27_GameofThronesDeaths/sheets/goal,yusukenakanishi,
WOW2021Week50Canyourecreatethisdrilldown_16400094187910,WOW2021 Week 50 Can you recreate this drill down?,goal,30,0,YusukeNakanishi,yusukenakanishi,WOW2021Week50Canyourecreatethisdrilldown_16400094187910/sheets/goal,yusukenakanishi,
MOM2019W28_InternationalprotectionintheEU2009-2018overview,MOM2019W28_International protection in the EU+: 2009-2018 overview,goal,51,0,YusukeNakanishi,yusukenakanishi,MOM2019W28_InternationalprotectionintheEU2009-2018overview/sheets/goal,yusukenakanishi,
ImportantCulturalPropertiesinjapan,都道府県における重要文化財の内訳Important Cultural Properties in japan,Dashboard1,57,1,YusukeNakanishi,yusukenakanishi,ImportantCulturalPropertiesinjapan/sheets/Dashboard1,yusukenakanishi,
WOW2021Week49FrequencyMatrixRedux_16390647175850,WOW2021 Week 49 Frequency Matrix Redux,goal,46,0,YusukeNakanishi,yusukenakanishi,WOW2021Week49FrequencyMatrixRedux_16390647175850/sheets/goal,yusukenakanishi,
MOM2019W29_TheshareofAmericansnothavingsexhasreachedarecordhigh,MOM2019W29_The share of Americans not having sex has reached a record high,goal,54,0,YusukeNakanishi,yusukenakanishi,MOM2019W29_TheshareofAmericansnothavingsexhasreachedarecordhigh/sheets/goal,yusukenakanishi,
WOW2021Week48CoachesFavoriteChallengesAdventCalendar_16384561434350,WOW2021 Week 48 Coaches’ Favorite Challenges Advent Calendar,goal,40,0,YusukeNakanishi,yusukenakanishi,WOW2021Week48CoachesFavoriteChallengesAdventCalendar_16384561434350/sheets/goal,yusukenakanishi,
WOW2021Week47TheThanksgivingNFLGamesHistory_16378517234020,WOW2021 Week 47 The Thanksgiving NFL Games History,goal,32,0,YusukeNakanishi,yusukenakanishi,WOW2021Week47TheThanksgivingNFLGamesHistory_16378517234020/sheets/goal,yusukenakanishi,
WOW2021Week46Canyourecreatethisdifferencechart_16373333733200,WOW2021 Week 46 Can you recreate this difference chart?,goal,64,0,YusukeNakanishi,yusukenakanishi,WOW2021Week46Canyourecreatethisdifferencechart_16373333733200/sheets/goal,yusukenakanishi,
WOW2021Week45CustomerPurchasingHabitsRFMAnalysis_16366827331280,WOW2021 Week 45 Customer Purchasing Habits (RFM Analysis),goal,44,0,YusukeNakanishi,yusukenakanishi,WOW2021Week45CustomerPurchasingHabitsRFMAnalysis_16366827331280/sheets/goal,yusukenakanishi,
MOM2019W33Abirds-eyeviewofclinicaltrials,MOM2019W33 A bird’s-eye view of clinical trials,Dashboard1,45,0,YusukeNakanishi,yusukenakanishi,MOM2019W33Abirds-eyeviewofclinicaltrials/sheets/Dashboard1,yusukenakanishi,
WOW2021Week44CanYouShowtheTopandBottomProfitPerformersfortheSelectedTimePeriod,WOW2021 Week 44 Can You Show the Top and Bottom Profit Performers for the Selected Time Period?,goal,36,0,YusukeNakanishi,yusukenakanishi,WOW2021Week44CanYouShowtheTopandBottomProfitPerformersfortheSelectedTimePeriod/sheets/goal,yusukenakanishi,
WOW2021Week43FilteringTableCalcs_16357845574210,WOW2021 Week43 Filtering Table Calcs,goal,44,0,YusukeNakanishi,yusukenakanishi,WOW2021Week43FilteringTableCalcs_16357845574210/sheets/goal,yusukenakanishi,
MOM2019W53TheMostPopularMakeoverMondayTopics,MOM2019W53 The Most Popular Makeover Monday Topics,goal,37,0,YusukeNakanishi,yusukenakanishi,MOM2019W53TheMostPopularMakeoverMondayTopics/sheets/goal,yusukenakanishi,
WOW2021Week42Canyouusesetactionstocreateareferencedaterange,WOW2021 Week 42 Can you use set actions to create a reference date range?,goal,41,0,YusukeNakanishi,yusukenakanishi,WOW2021Week42Canyouusesetactionstocreateareferencedaterange/sheets/goal,yusukenakanishi,
WOW2021Week41HowMuchDoTopSub-CategoriesContributetoSales_16342284931680,WOW2021 Week 41 How Much Do Top Sub-Categories Contribute to Sales?,goal,60,0,YusukeNakanishi,yusukenakanishi,WOW2021Week41HowMuchDoTopSub-CategoriesContributetoSales_16342284931680/sheets/goal,yusukenakanishi,
WOW2021Week40CanYouMakeStackedBarChartsEasiertoCompare_16336158365920,WOW2021 Week 40 Can You Make Stacked Bar Charts Easier to Compare?,goal,35,0,YusukeNakanishi,yusukenakanishi,WOW2021Week40CanYouMakeStackedBarChartsEasiertoCompare_16336158365920/sheets/goal,yusukenakanishi,
MOM2021W39_MLBAll-TimeWinsAboveReplacement,MOM2021W39_MLB All-Time Wins Above Replacement,goal,75,1,YusukeNakanishi,yusukenakanishi,MOM2021W39_MLBAll-TimeWinsAboveReplacement/sheets/goal,yusukenakanishi,
WOW2021Week38HowCanYouQuicklyTelltheNetChangeBetweenTwoDates_16331970482320,WOW2021 Week 38 How Can You Quickly Tell the Net Change Between Two Dates?,goal,45,0,YusukeNakanishi,yusukenakanishi,WOW2021Week38HowCanYouQuicklyTelltheNetChangeBetweenTwoDates_16331970482320/sheets/goal,yusukenakanishi,
MOM2021W38_DarkWebPriceIndex2021,MOM2021W38_Dark Web Price Index 2021,goal,161,7,YusukeNakanishi,yusukenakanishi,MOM2021W38_DarkWebPriceIndex2021/sheets/goal,yusukenakanishi,
MOM2021W37_The20LargestSolarPowerPlants,MOM2021W37_The 20 Largest Solar Power Plants,goal,56,0,YusukeNakanishi,yusukenakanishi,MOM2021W37_The20LargestSolarPowerPlants/sheets/goal,yusukenakanishi,
WOW2021Week36Whendoextractsrunduringtheday_16312099295060,WOW2021 Week 36 When do extracts run during the day?,goal,44,0,YusukeNakanishi,yusukenakanishi,WOW2021Week36Whendoextractsrunduringtheday_16312099295060/sheets/goal,yusukenakanishi,
workoutwednsday,和製workoutwednsday,Dashboard1,53,0,YusukeNakanishi,yusukenakanishi,workoutwednsday/sheets/Dashboard1,yusukenakanishi,
Shikoku88TemplePilgrimage,Shikoku 88 Temple Pilgrimage,goal,125,4,YusukeNakanishi,yusukenakanishi,Shikoku88TemplePilgrimage/sheets/goal,yusukenakanishi,
MOM2021W36_WhatdoAmericansthinkaboutabortion,MOM2021W36_What do Americans think about abortion?,goal,54,0,YusukeNakanishi,yusukenakanishi,MOM2021W36_WhatdoAmericansthinkaboutabortion/sheets/goal,yusukenakanishi,
WOW2021Week35HowMuchChangeHasOccurred_16305920759260,WOW2021 Week 35  How Much Change Has Occurred?,goal,57,0,YusukeNakanishi,yusukenakanishi,WOW2021Week35HowMuchChangeHasOccurred_16305920759260/sheets/goal,yusukenakanishi,
WOW2021Week35EstimationofCountry-SpecificandGlobalPrevalenceofMaleCircumcision,WOW2021 Week 35 Estimation of Country-Specific and Global Prevalence of Male Circumcision,goal,90,1,YusukeNakanishi,yusukenakanishi,WOW2021Week35EstimationofCountry-SpecificandGlobalPrevalenceofMaleCircumcision/sheets/goal,yusukenakanishi,
WOW2021Week34HowManyConsecutiveStarts_16299939413470,WOW2021 Week 34 How Many Consecutive Starts?,goal,38,0,YusukeNakanishi,yusukenakanishi,WOW2021Week34HowManyConsecutiveStarts_16299939413470/sheets/goal,yusukenakanishi,
MOM2021W34_Theentryleveljobsmirage,MOM2021W34_The entry level jobs mirage,goal,59,0,YusukeNakanishi,yusukenakanishi,MOM2021W34_Theentryleveljobsmirage/sheets/goal,yusukenakanishi,
WOW2021Week33Canyoucreateamovingaveragechartwithafocusonselectedsubcategories_16293861052850,WOW2021 Week 33 Can you create a moving average chart with a focus on selected subcategories?,goal,34,0,YusukeNakanishi,yusukenakanishi,WOW2021Week33Canyoucreateamovingaveragechartwithafocusonselectedsubcategories_16293861052850/sheets/goal,yusukenakanishi,
MOM2021W33_HowsUCASclearinggoing,MOM2021W33_How's UCAS clearing going?,goal,82,1,YusukeNakanishi,yusukenakanishi,MOM2021W33_HowsUCASclearinggoing/sheets/goal,yusukenakanishi,
MOM2021W32_MortalityRatesinEnglandandWales2001-2021,MOM2021W32_Mortality Rates in England and Wales (2001-2021),goal,65,2,YusukeNakanishi,yusukenakanishi,MOM2021W32_MortalityRatesinEnglandandWales2001-2021/sheets/goal,yusukenakanishi,
WOW2021Week32VisualizeourSurveyData,WOW2021 Week 32 Visualize our Survey Data,goal,47,1,YusukeNakanishi,yusukenakanishi,WOW2021Week32VisualizeourSurveyData/sheets/goal,yusukenakanishi,
WOW2021Week31CanYouFindtheNeedleintheHaystack_16281708590130,WOW2021 Week 31 Can You Find the Needle in the Haystack?,goal,37,0,YusukeNakanishi,yusukenakanishi,WOW2021Week31CanYouFindtheNeedleintheHaystack_16281708590130/sheets/goal,yusukenakanishi,
MOM2021W31_BikeCollisionsinLondon2005-2019,MOM2021W31_Bike Collisions in London (2005-2019),Dashboard1,53,1,YusukeNakanishi,yusukenakanishi,MOM2021W31_BikeCollisionsinLondon2005-2019/sheets/Dashboard1,yusukenakanishi,
WOW2021Week30LetsgoStreaking_16275686633180,WOW2021 Week  30 Let’s go Streaking!,goal,37,0,YusukeNakanishi,yusukenakanishi,WOW2021Week30LetsgoStreaking_16275686633180/sheets/goal,yusukenakanishi,
MOM2021W30_AmericasRacialBreakdownByState,MOM2021W30_America's Racial Breakdown By State,goal,49,0,YusukeNakanishi,yusukenakanishi,MOM2021W30_AmericasRacialBreakdownByState/sheets/goal,yusukenakanishi,
WOW2021Week29CanyourebuildtheOlympicSchedule,WOW2021 Week 29 Can you rebuild the Olympic Schedule?,goal,48,0,YusukeNakanishi,yusukenakanishi,WOW2021Week29CanyourebuildtheOlympicSchedule/sheets/goal,yusukenakanishi,
MOM2021W29_UKCOVID-19MortalityRatebyEthnicity,MOM2021W29_UK COVID-19 Mortality Rate by Ethnicity,goal,30,0,YusukeNakanishi,yusukenakanishi,MOM2021W29_UKCOVID-19MortalityRatebyEthnicity/sheets/goal,yusukenakanishi,
WOW2021Week28FIREAREACALCULATOR,WOW2021  Week 28 Can you build an app to visualize wildfires?,goal,43,0,YusukeNakanishi,yusukenakanishi,WOW2021Week28FIREAREACALCULATOR/sheets/goal,yusukenakanishi,
DataNoodleJapanTour--,Data Noodle Japan Tour -推し麺を食べに行こう-,goalr2,159,1,YusukeNakanishi,yusukenakanishi,DataNoodleJapanTour--/sheets/goalr2,yusukenakanishi,
MOM2021W28_UKCOVIDVaccinationCoveragebyAgeEthnicity,MOM2021W28_UK COVID Vaccination Coverage by Age & Ethnicity,goal,46,0,YusukeNakanishi,yusukenakanishi,MOM2021W28_UKCOVIDVaccinationCoveragebyAgeEthnicity/sheets/goal,yusukenakanishi,
WOW2021Week27Canyoufindthetopandbottomperformers,WOW2021 Week 27 Can you find the top and bottom performers?,goal,33,0,YusukeNakanishi,yusukenakanishi,WOW2021Week27Canyoufindthetopandbottomperformers/sheets/goal,yusukenakanishi,
MOM2021W27_2020ElectoralMapIfOnly____Voted,MOM2021W27_2020 Electoral Map If Only ____ Voted,goal,95,4,YusukeNakanishi,yusukenakanishi,MOM2021W27_2020ElectoralMapIfOnly____Voted/sheets/goal,yusukenakanishi,
WOW2021Week26ProfitabilitywithDualAxisCharts_16251985439710,WOW2021 Week 26 Profitability with Dual Axis Charts,goal,33,0,YusukeNakanishi,yusukenakanishi,WOW2021Week26ProfitabilitywithDualAxisCharts_16251985439710/sheets/goal,yusukenakanishi,
MOM2021W26_HowCommonisYourBirthday,MOM2021W26_How Common is Your Birthday?,goal,53,0,YusukeNakanishi,yusukenakanishi,MOM2021W26_HowCommonisYourBirthday/sheets/goal,yusukenakanishi,
WOW2021Week25CanYouMakeSpineCharts_16245525926180,WOW2021 Week 25 Can You Make Spine Charts?,goal,34,0,YusukeNakanishi,yusukenakanishi,WOW2021Week25CanYouMakeSpineCharts_16245525926180/sheets/goal,yusukenakanishi,
MOM2021W25_StopandSearchRateper1000peoplebyethnicityinEnglandWales,"MOM2021W25_Stop and Search Rate per 1000 people,by ethnicity in England&Wales",goal,101,5,YusukeNakanishi,yusukenakanishi,MOM2021W25_StopandSearchRateper1000peoplebyethnicityinEnglandWales/sheets/goal,yusukenakanishi,
WOW2021Week24CanyouvisualisetheCholeraOutbreak_16239451093850,WOW2021 Week 24 Can you visualise the Cholera Outbreak?,goal,38,0,YusukeNakanishi,yusukenakanishi,WOW2021Week24CanyouvisualisetheCholeraOutbreak_16239451093850/sheets/goal,yusukenakanishi,
MOM2021W24_WhatSchoolsCreatetheMostStudentLoansintheU_S_,MOM2021W24_What Schools Create the Most Student Loans in the U.S.?,goal,68,2,YusukeNakanishi,yusukenakanishi,MOM2021W24_WhatSchoolsCreatetheMostStudentLoansintheU_S_/sheets/goal,yusukenakanishi,
WOW2021Week23SalesGoalSelectionTool_16233818038920,WOW2021 Week 23 Sales Goal Selection Tool,goal,35,0,YusukeNakanishi,yusukenakanishi,WOW2021Week23SalesGoalSelectionTool_16233818038920/sheets/goal,yusukenakanishi,
MOM2021W23_NEVER-MARRIEDratesintheU_S_,MOM2021W23_NEVER-MARRIED rates in the U.S.,rev2,67,3,YusukeNakanishi,yusukenakanishi,MOM2021W23_NEVER-MARRIEDratesintheU_S_/sheets/rev2,yusukenakanishi,
WOW2021Week22CanYouStructuretheUnstructured,WOW2021 Week 22  Can You Structure the Unstructured?,goal,33,0,YusukeNakanishi,yusukenakanishi,WOW2021Week22CanYouStructuretheUnstructured/sheets/goal,yusukenakanishi,
MOM2021W22_Howmuchdoyouknowaboutsingle-useplastics,MOM2021W22_How much do you know about single-use plastics?,mmm,51,2,YusukeNakanishi,yusukenakanishi,MOM2021W22_Howmuchdoyouknowaboutsingle-useplastics/sheets/mmm,yusukenakanishi,
WOW2021Week21HowoftenisSeanlisteningtohisfavoritesongs,WOW2021 Week 21  How often is Sean listening to his favorite songs?,goal,44,0,YusukeNakanishi,yusukenakanishi,WOW2021Week21HowoftenisSeanlisteningtohisfavoritesongs/sheets/goal,yusukenakanishi,
MOM2021W21_ChangesinBiodiversityfrom1970to2020,MOM2021W21_Changes in Biodiversity from 1970 to 2020,goal,55,2,YusukeNakanishi,yusukenakanishi,MOM2021W21_ChangesinBiodiversityfrom1970to2020/sheets/goal,yusukenakanishi,
WOW2021Week20CanyoucompareSameDaytoaSelectedDate,WOW2021 Week20 Can you compare Same Day to a Selected Date?,goal,48,0,YusukeNakanishi,yusukenakanishi,WOW2021Week20CanyoucompareSameDaytoaSelectedDate/sheets/goal,yusukenakanishi,
Quiz_16215027189170,Quiz地域売上金額順にソートされた積み上げ棒グラフ,1,52,0,YusukeNakanishi,yusukenakanishi,Quiz_16215027189170/sheets/1,yusukenakanishi,
