workbookRepoUrl,title,defaultViewName,viewCount,numberOfFavorites,authorDisplayName,authorProfileName,defaultViewRepoUrl,profileName,VOTD_flag
WOW2021Week19RegionalSalesReadout_16213484557870,WOW2021 Week19 Regional Sales Readout,goal,46,0,YusukeNakanishi,yusukenakanishi,WOW2021Week19RegionalSalesReadout_16213484557870/sheets/goal,yusukenakanishi,
MOM2021W20_ANIMALvs_HUMAN,MOM2021W20_ANIMAL vs. HUMAN,GOAL,151,5,YusukeNakanishi,yusukenakanishi,MOM2021W20_ANIMALvs_HUMAN/sheets/GOAL,yusukenakanishi,
HighlitedWaterfallchart,highlighted waterfall chart,Dashboard1,44,0,YusukeNakanishi,yusukenakanishi,HighlitedWaterfallchart/sheets/Dashboard1,yusukenakanishi,
WOW2021ExtraLevelofDetailExpressionvs_TableCalculation,WOW2021(Extra)Level of Detail Expression vs. Table Calculation,Dashboard1,47,0,YusukeNakanishi,yusukenakanishi,WOW2021ExtraLevelofDetailExpressionvs_TableCalculation/sheets/Dashboard1,yusukenakanishi,
WOW2021Week19CanYouPerformanceTuneThisWorkbook,WOW2021 Week 18 Can You Performance Tune This Workbook?,GOAL,51,0,YusukeNakanishi,yusukenakanishi,WOW2021Week19CanYouPerformanceTuneThisWorkbook/sheets/GOAL,yusukenakanishi,
MOM2021W19_Thecostof1GBofMobileDatainEveryCountry,MOM2021W19_The cost of 1GB of Mobile Data in Every Country,Dashboard1,159,5,YusukeNakanishi,yusukenakanishi,MOM2021W19_Thecostof1GBofMobileDatainEveryCountry/sheets/Dashboard1,yusukenakanishi,
MOM2021W10_WOMENinOlympic1900-2018,MOM2021W10_WOMEN in Olympic 1900-2018,Dashboard2,49,1,YusukeNakanishi,yusukenakanishi,MOM2021W10_WOMENinOlympic1900-2018/sheets/Dashboard2,yusukenakanishi,
MOM2021W6_PerceivedObstaclestoGenderEquality,MOM2021W6_Perceived Obstacles to Gender Equality,Dashboard1,53,0,YusukeNakanishi,yusukenakanishi,MOM2021W6_PerceivedObstaclestoGenderEquality/sheets/Dashboard1,yusukenakanishi,
WOW2021Week10Canyoubuildamustincludefilter_16203150654300,WOW2021 Week10 Can you build a must include filter?,Dashboard1,32,0,YusukeNakanishi,yusukenakanishi,WOW2021Week10Canyoubuildamustincludefilter_16203150654300/sheets/Dashboard1,yusukenakanishi,
WOW2021Week11CanyourecreatetheworkofHansRosling_16202337158570,WOW2021 Week11 Can you recreate the work of Hans Rosling?,Dashboard1,31,0,YusukeNakanishi,yusukenakanishi,WOW2021Week11CanyourecreatetheworkofHansRosling_16202337158570/sheets/Dashboard1,yusukenakanishi,
WOW2021Week17GenerationPopulation_16201403966970,WOW2021 Week 17 Generation Population,Dashboard1,38,0,YusukeNakanishi,yusukenakanishi,WOW2021Week17GenerationPopulation_16201403966970/sheets/Dashboard1,yusukenakanishi,
MOM2021W18CEO-to-WorkerCompensationRatio_16200635345780,MOM2021W18　CEO-to-Worker Compensation Ratio,sheet0,63,0,YusukeNakanishi,yusukenakanishi,MOM2021W18CEO-to-WorkerCompensationRatio_16200635345780/sheets/sheet0,yusukenakanishi,
MOM2021W5_RenewablesOvertakeFossilFuelsinEurope,MOM2021W5_Renewables Overtake Fossil Fuels in Europe,Dashboard1,108,1,YusukeNakanishi,yusukenakanishi,MOM2021W5_RenewablesOvertakeFossilFuelsinEurope/sheets/Dashboard1,yusukenakanishi,
MOM2021W4IndianCoalMineLocationandProduction,MOM2021W4 Indian Coal Mine Location and Production,Dashboard3,111,0,YusukeNakanishi,yusukenakanishi,MOM2021W4IndianCoalMineLocationandProduction/sheets/Dashboard3,yusukenakanishi,
MOM2021W17RegionalPriceParityForEachState,MOM2021W17 Regional Price Parity For Each State,Dashboard1,51,0,YusukeNakanishi,yusukenakanishi,MOM2021W17RegionalPriceParityForEachState/sheets/Dashboard1,yusukenakanishi,
WOW2021Week16CanyouuseQuickLODstorecreatethisview_16195295464470,WOW2021 Week16 Can you use Quick LODs to recreate this view?,Dashboard1,34,0,YusukeNakanishi,yusukenakanishi,WOW2021Week16CanyouuseQuickLODstorecreatethisview_16195295464470/sheets/Dashboard1,yusukenakanishi,
20210427viz,地方ごとの鶯初鳴き日の変遷(20210427和vizユーザ会),1,118,0,YusukeNakanishi,yusukenakanishi,20210427viz/sheets/1,yusukenakanishi,
MOM2021W15FoulsCalledGamebyNBARefereees,MOM2021W15Fouls Called Game by NBA Refereees,Dashboard5,41,0,YusukeNakanishi,yusukenakanishi,MOM2021W15FoulsCalledGamebyNBARefereees/sheets/Dashboard5,yusukenakanishi,
WOW2021Week9CanYouHideaChartintheMapLayers_16190108987720,WOW2021 Week9 Can You Hide a Chart in the Map Layers?,Dashboard1,36,0,YusukeNakanishi,yusukenakanishi,WOW2021Week9CanYouHideaChartintheMapLayers_16190108987720/sheets/Dashboard1,yusukenakanishi,
WOW2021Week7CanyouuseDashboardExtensions_16189928898870,WOW2021 Week 7 Can you use Dashboard Extensions?,Dashboard1,36,0,YusukeNakanishi,yusukenakanishi,WOW2021Week7CanyouuseDashboardExtensions_16189928898870/sheets/Dashboard1,yusukenakanishi,
WOW2021Week8CanyouusetheBrushFilterextension,WOW2021 Week 8 Can you use the Brush Filter extension?,BrushFilter,39,0,YusukeNakanishi,yusukenakanishi,WOW2021Week8CanyouusetheBrushFilterextension/sheets/BrushFilter,yusukenakanishi,
WOW2021Week15WebsiteAnalytics_16189283284600,WOW2021 Week15 Website Analytics,Goal,36,0,YusukeNakanishi,yusukenakanishi,WOW2021Week15WebsiteAnalytics_16189283284600/sheets/Goal,yusukenakanishi,
MOM2021W16TheimpactofCOVID-19onU_S_airlines,MOM2021W16 The impact of COVID-19 on U.S. airlines,goal,47,0,YusukeNakanishi,yusukenakanishi,MOM2021W16TheimpactofCOVID-19onU_S_airlines/sheets/goal,yusukenakanishi,
2021Week6CanyoubuildaFancyTextTable,WOW2021 Week 6 Can you build a Fancy Text Table?,Dashboard1,47,0,YusukeNakanishi,yusukenakanishi,2021Week6CanyoubuildaFancyTextTable/sheets/Dashboard1,yusukenakanishi,
MOM2021W3_Ourhomeplanetiswarmingup_,MOM2021W3_Our home planet is warming up.,Dashboard1,44,0,YusukeNakanishi,yusukenakanishi,MOM2021W3_Ourhomeplanetiswarmingup_/sheets/Dashboard1,yusukenakanishi,
WOW2021Week14CanYouRecommendProfitableReturnCustomerBundles_16183271538690,WOW2021 Week 14 Can You Recommend Profitable Return Customer Bundles?,Dashboard1,44,0,YusukeNakanishi,yusukenakanishi,WOW2021Week14CanYouRecommendProfitableReturnCustomerBundles_16183271538690/sheets/Dashboard1,yusukenakanishi,
MOM2021W2_GenderInequalityinHIVInfectionsinAdolescents,MOM2021W2_Gender Inequality in HIV Infections in Adolescents,Dashboard1,36,0,YusukeNakanishi,yusukenakanishi,MOM2021W2_GenderInequalityinHIVInfectionsinAdolescents/sheets/Dashboard1,yusukenakanishi,
PreppinData2021W1,PreppinData2021W1,Dashboard1,58,0,YusukeNakanishi,yusukenakanishi,PreppinData2021W1/sheets/Dashboard1,yusukenakanishi,
MOM2021W1_Thegreatbicycleboomof2020,MOM2021W1_The great bicycle boom of 2020,Dashboard1,43,0,YusukeNakanishi,yusukenakanishi,MOM2021W1_Thegreatbicycleboomof2020/sheets/Dashboard1,yusukenakanishi,
WOW2021Week13Whatpercentageofsub-ordersareprofitable_16177215734890,WOW2021 Week 13 What percentage of sub-orders are profitable?,Dashboard1,41,0,YusukeNakanishi,yusukenakanishi,WOW2021Week13Whatpercentageofsub-ordersareprofitable_16177215734890/sheets/Dashboard1,yusukenakanishi,
WOW2021Week5CanYouPredicttheFuture_16177131464750,WOW2021 Week 5 Can You Predict the Future?,sheet2,26,0,YusukeNakanishi,yusukenakanishi,WOW2021Week5CanYouPredicttheFuture_16177131464750/sheets/sheet2,yusukenakanishi,
MOM2021W14MulticlassClassificationofDryBeans,MOM2021W14 Multiclass Classification of Dry Beans,Dashboard1,77,0,YusukeNakanishi,yusukenakanishi,MOM2021W14MulticlassClassificationofDryBeans/sheets/Dashboard1,yusukenakanishi,
WOW2021Week4Canyouusemaplayerstoshowprofitatstateandcitylevels_16175390271920,WOW2021 Week 4 Can you use map layers to show profit at state and city levels,Dashboard1,34,0,YusukeNakanishi,yusukenakanishi,WOW2021Week4Canyouusemaplayerstoshowprofitatstateandcitylevels_16175390271920/sheets/Dashboard1,yusukenakanishi,
MOM2021W9SeatsHeldbyWomeninNationalParliamentsandGovernmentsintheEU,MOM2021W9 Seats Held by Women in National Parliaments and Governments in the EU,Dashboard2,38,0,YusukeNakanishi,yusukenakanishi,MOM2021W9SeatsHeldbyWomeninNationalParliamentsandGovernmentsintheEU/sheets/Dashboard2,yusukenakanishi,
WOW2021Week3CanyoubuildaControlChart_16172927289490,WOW2021 Week 3 Can you build a Control Chart,controldb,72,0,YusukeNakanishi,yusukenakanishi,WOW2021Week3CanyoubuildaControlChart_16172927289490/sheets/controldb,yusukenakanishi,
WOW2021Week2CanyoubuildaCustomerLifetimeValueMatrix_16172640849320,WOW2021 Week 2  Can you build a Customer Lifetime Value Matrix?,Dashboard1,44,0,YusukeNakanishi,yusukenakanishi,WOW2021Week2CanyoubuildaCustomerLifetimeValueMatrix_16172640849320/sheets/Dashboard1,yusukenakanishi,
WOW2021Week1CanYouFindtheVarianceAlongtheLine_16172114279280,WOW2021 Week 1 Can You Find the Variance Along the Line?,Dashboard1,36,0,YusukeNakanishi,yusukenakanishi,WOW2021Week1CanYouFindtheVarianceAlongtheLine_16172114279280/sheets/Dashboard1,yusukenakanishi,
MOM2021W13_ChangesintheBalanceofTradeintheUnitedKingdom,MOM2021W13_Changes in the Balance of Trade in the United Kingdom,Dashboard1,35,0,YusukeNakanishi,yusukenakanishi,MOM2021W13_ChangesintheBalanceofTradeintheUnitedKingdom/sheets/Dashboard1,yusukenakanishi,
WOW2021Week12CanyoudoComparativeQuantityAnalysis_16171187552960,WOW2021 Week12 Can you do Comparative Quantity Analysis?,Dashboard1,30,0,YusukeNakanishi,yusukenakanishi,WOW2021Week12CanyoudoComparativeQuantityAnalysis_16171187552960/sheets/Dashboard1,yusukenakanishi,
MOM2021W7_WhatsthepointofValentinesDay,MOM2021W7_What’s the point of Valentine’s Day?,Dashboard2,42,0,YusukeNakanishi,yusukenakanishi,MOM2021W7_WhatsthepointofValentinesDay/sheets/Dashboard2,yusukenakanishi,
WOW2020Week42CanyoubuildaStravaWorkoutCalendar_16166031611120,WOW2020 Week 42 Can you build a Strava Workout Calendar,Dashboard1,33,0,YusukeNakanishi,yusukenakanishi,WOW2020Week42CanyoubuildaStravaWorkoutCalendar_16166031611120/sheets/Dashboard1,yusukenakanishi,
MOM2021W12_ThefoodIndustryHadNOTaVeryWeirdYearin2020,MOM2021W12_The food Industry Had NOT a Very Weird Year in 2020,ThefoodIndustryHadNOTaVeryWeirdYearin2020,70,0,YusukeNakanishi,yusukenakanishi,MOM2021W12_ThefoodIndustryHadNOTaVeryWeirdYearin2020/sheets/ThefoodIndustryHadNOTaVeryWeirdYearin2020,yusukenakanishi,
MOM2021w8ProtestsAgainstLimitingAbortionRightsinPoland,MOM2021w8 Protests Against Limiting Abortion Rights in Poland,2_1,59,0,YusukeNakanishi,yusukenakanishi,MOM2021w8ProtestsAgainstLimitingAbortionRightsinPoland/sheets/2_1,yusukenakanishi,
2021W11CropsoftheWorld,2021W11 Crops of the World,3,41,0,YusukeNakanishi,yusukenakanishi,2021W11CropsoftheWorld/sheets/3,yusukenakanishi,
CP2017w22_ChangesinglobalInternetpenetrationFrom1990to2015,(CP練習)2017w22_Changes in global Internet penetration From 1990 to 2015,ChangesinglobalInternetpenetrationFrom1990to2015,47,0,YusukeNakanishi,yusukenakanishi,CP2017w22_ChangesinglobalInternetpenetrationFrom1990to2015/sheets/ChangesinglobalInternetpenetrationFrom1990to2015,yusukenakanishi,
CP2017w17LinkedInsannualTopSkillsReports,(CP練習)2017w17LinkedIn’s annual Top Skills Reports,LinkedInsannualTopSkillsReportsin,52,0,YusukeNakanishi,yusukenakanishi,CP2017w17LinkedInsannualTopSkillsReports/sheets/LinkedInsannualTopSkillsReportsin,yusukenakanishi,
CP2017W8Europeanmarkettrends-potatoes,(CP練習)2017W8European market trends - potatoes,Europeanmarkettrends-potatoes,42,0,YusukeNakanishi,yusukenakanishi,CP2017W8Europeanmarkettrends-potatoes/sheets/Europeanmarkettrends-potatoes,yusukenakanishi,
CPEconomicinequalitybygenderinAustralia,(CP勉強)Economic inequality by gender in Australia,EconomicinequalitybygenderinAustralia,35,0,YusukeNakanishi,yusukenakanishi,CPEconomicinequalitybygenderinAustralia/sheets/EconomicinequalitybygenderinAustralia,yusukenakanishi,
WoW2020_WEEK1_CANYOUSORTDIMENSIONSWITHASINGLECLICK,WoW2020_WEEK1_CAN YOU SORT DIMENSIONS WITH A SINGLE CLICK,sheet0,52,0,YusukeNakanishi,yusukenakanishi,WoW2020_WEEK1_CANYOUSORTDIMENSIONSWITHASINGLECLICK/sheets/sheet0,yusukenakanishi,
2019W53TheMostPopularMakeoverMondayTopics_15777976779420,2019W53 The Most Popular Makeover Monday Topics,TheMostPopularMakeoverMondayTopics,46,0,YusukeNakanishi,yusukenakanishi,2019W53TheMostPopularMakeoverMondayTopics_15777976779420/sheets/TheMostPopularMakeoverMondayTopics,yusukenakanishi,
2019W43TheAgeAtWhichMostPeopleAreDyingBySuicide_15717610967840,2019W43 The Age At Which Most People Are Dying By Suicide,1_1,96,1,YusukeNakanishi,yusukenakanishi,2019W43TheAgeAtWhichMostPeopleAreDyingBySuicide_15717610967840/sheets/1_1,yusukenakanishi,
2019W39SanFranciscoEvictionNotices_15694273125520,2019W39 San Francisco Eviction Notices,EvictionsinSanFrancisco,84,0,YusukeNakanishi,yusukenakanishi,2019W39SanFranciscoEvictionNotices_15694273125520/sheets/EvictionsinSanFrancisco,yusukenakanishi,
IronvizYahoomom2019w2PressFreedomsDarkHorizon,(Ironviz@Yahoo)mom2019w2/Press Freedom’s Dark Horizon,sheet5,65,0,YusukeNakanishi,yusukenakanishi,IronvizYahoomom2019w2PressFreedomsDarkHorizon/sheets/sheet5,yusukenakanishi,
2019W36FallisfavoriteseasonformostAmericans_15679582352350,2019W36 Fall is favorite season for most Americans,FallisfavoriteseasonformostAmericans,52,0,YusukeNakanishi,yusukenakanishi,2019W36FallisfavoriteseasonformostAmericans_15679582352350/sheets/FallisfavoriteseasonformostAmericans,yusukenakanishi,
mom2019w33Abirds-eyeviewofclinicaltrials,mom2019w33/A bird’s-eye view of clinical trials,Abirds-eyeviewofclinicaltrials,103,0,YusukeNakanishi,yusukenakanishi,mom2019w33Abirds-eyeviewofclinicaltrials/sheets/Abirds-eyeviewofclinicaltrials,yusukenakanishi,
mom2019w19MajorLeagueBaseballMostEfficientBatters,mom2019w19/Major League Baseball Most Efficient Batters,MajorLeagueBaseballMostEfficientBatters,111,0,YusukeNakanishi,yusukenakanishi,mom2019w19MajorLeagueBaseballMostEfficientBatters/sheets/MajorLeagueBaseballMostEfficientBatters,yusukenakanishi,
mom2019w14WhatkindofwasteappearsonUKbeaches,mom2019w14/What kind of waste appears on UK beaches?,WhatkindofwasteappearsonUKbeaches,1741,0,YusukeNakanishi,yusukenakanishi,mom2019w14WhatkindofwasteappearsonUKbeaches/sheets/WhatkindofwasteappearsonUKbeaches,yusukenakanishi,
mom2019w13ConsumerSpendingbyGeneration,mom2019w13/Consumer Spending by Generation,ConsumerSpendingbyGeneration,114,0,YusukeNakanishi,yusukenakanishi,mom2019w13ConsumerSpendingbyGeneration/sheets/ConsumerSpendingbyGeneration,yusukenakanishi,
mom2019w12Howdowereallyfeelaboutwomenleaders,mom2019w12/How do we really feel about women leaders?,Howdowereallyfeelaboutwomenleaders,64,0,YusukeNakanishi,yusukenakanishi,mom2019w12Howdowereallyfeelaboutwomenleaders/sheets/Howdowereallyfeelaboutwomenleaders,yusukenakanishi,
mom2019w11PhiladelphiaRealEstateTransfers,mom2019w11/Philadelphia Real Estate Transfers,PhiladelphiaRealEstateTransfers,166,0,YusukeNakanishi,yusukenakanishi,mom2019w11PhiladelphiaRealEstateTransfers/sheets/PhiladelphiaRealEstateTransfers,yusukenakanishi,
mom2019w10WorldDevelopmentIndicators,mom2019w10/World Development Indicators,WorldDevelopmentIndicators,110,0,YusukeNakanishi,yusukenakanishi,mom2019w10WorldDevelopmentIndicators/sheets/WorldDevelopmentIndicators,yusukenakanishi,
mom2019w9Economicvalueofthebicycleindustry,mom2019w9/Economic value of the bicycle industry,Economicvalueofthebicycleindustry,100,0,YusukeNakanishi,yusukenakanishi,mom2019w9Economicvalueofthebicycleindustry/sheets/Economicvalueofthebicycleindustry,yusukenakanishi,
mom2019w8WhichStatesProducetheMostWindEnergy,mom2019w8/Which States Produce the Most Wind Energy,WhichStatesProducetheMostWindEnergy,75,0,YusukeNakanishi,yusukenakanishi,mom2019w8WhichStatesProducetheMostWindEnergy/sheets/WhichStatesProducetheMostWindEnergy,yusukenakanishi,
mom2019w7PresidentTrumpsExecutiveTime,mom2019w7President Trump's Executive Time,PresidentTrumpsExecutiveTime,102,0,YusukeNakanishi,yusukenakanishi,mom2019w7PresidentTrumpsExecutiveTime/sheets/PresidentTrumpsExecutiveTime,yusukenakanishi,
momw6HowChineseNewYearComparesWithThanksgiving,momw6/How Chinese New Year Compares With Thanksgiving,HowChineseNewYearComparesWithThanksgiving,105,0,YusukeNakanishi,yusukenakanishi,momw6HowChineseNewYearComparesWithThanksgiving/sheets/HowChineseNewYearComparesWithThanksgiving,yusukenakanishi,
mom2019w5TheDigitalEconomyandSocietyIndexDESI,mom2019w5/The Digital Economy and Society Index (DESI),TheDigitalEconomyandSocietyIndexDESI,53,0,YusukeNakanishi,yusukenakanishi,mom2019w5TheDigitalEconomyandSocietyIndexDESI/sheets/TheDigitalEconomyandSocietyIndexDESI,yusukenakanishi,
mom2019w4EnergyUseat10DowningStin2017,mom2019w4/Energy Use at 10 Downing St in 2017,EnergyUseat10DowningStin2017,170,1,YusukeNakanishi,yusukenakanishi,mom2019w4EnergyUseat10DowningStin2017/sheets/EnergyUseat10DowningStin2017,yusukenakanishi,
mom2019w3HowmanypeopleearnedtheFederalminimumwageorlessineachState,mom2019w3/How many people earned the Federal minimum wage or less in each State?,1,116,0,YusukeNakanishi,yusukenakanishi,mom2019w3HowmanypeopleearnedtheFederalminimumwageorlessineachState/sheets/1,yusukenakanishi,
mom2019w2PressFreedomsDarkHorizon,mom2019w2/Press Freedom’s Dark Horizon,PressFreedomsDarkHorizon,63,0,YusukeNakanishi,yusukenakanishi,mom2019w2PressFreedomsDarkHorizon/sheets/PressFreedomsDarkHorizon,yusukenakanishi,
mom2019w1NHLAttendancehistory,mom2019w1/NHL Attendance history,NHLAttendancehistory,66,0,YusukeNakanishi,yusukenakanishi,mom2019w1NHLAttendancehistory/sheets/NHLAttendancehistory,yusukenakanishi,
mom2018w52AveragespendingonChristmasgiftsintheU_S_,mom2018w52/Average spending on Christmas gifts in the U.S.,AveragespendingonChristmasgiftsintheU_S_,57,0,YusukeNakanishi,yusukenakanishi,mom2018w52AveragespendingonChristmasgiftsintheU_S_/sheets/AveragespendingonChristmasgiftsintheU_S_,yusukenakanishi,
mom2018w51PeopleInjuredfromCollisionsInvolvingLondonBuses,mom2018w51/People Injured from Collisions Involving London Buses,PeopleInjuredfromCollisionsInvolvingLondonBuses,72,0,YusukeNakanishi,yusukenakanishi,mom2018w51PeopleInjuredfromCollisionsInvolvingLondonBuses/sheets/PeopleInjuredfromCollisionsInvolvingLondonBuses,yusukenakanishi,
makeovermonday2018w50_0,makeovermonday/2018w50,LandUseinAgriculture,99,0,YusukeNakanishi,yusukenakanishi,makeovermonday2018w50_0/sheets/LandUseinAgriculture,yusukenakanishi,
makeovermonday2018w49,makeovermonday/2018w49,Howmanywomenhaveconstructedcrosswordpuzzles,54,0,YusukeNakanishi,yusukenakanishi,makeovermonday2018w49/sheets/Howmanywomenhaveconstructedcrosswordpuzzles,yusukenakanishi,
DAY4_community_,DAY4_community_ワードクラウド練習,sheet0,48,0,YusukeNakanishi,yusukenakanishi,DAY4_community_/sheets/sheet0,yusukenakanishi,
_DAY4community,日本の人口推移_DAY4community,1,90,0,YusukeNakanishi,yusukenakanishi,_DAY4community/sheets/1,yusukenakanishi,
B2VBWeek122023-SocialMarketingKPIs,#B2VB Week12 2023 - Social Marketing KPIs,socialKPI,96,0,Toludoyin Shopein,t.shopein,B2VBWeek122023-SocialMarketingKPIs/sheets/socialKPI,t.shopein,
PizzaPlaceSalesDashboard_16848774960690,#RWFD Pizza Place Sales Dashboard,PIZZADashboard,253,1,Toludoyin Shopein,t.shopein,PizzaPlaceSalesDashboard_16848774960690/sheets/PIZZADashboard,t.shopein,
SuperstoreDashboard_16805653998120,Superstore Dashboard,SuperstoreDashboard,265,2,Toludoyin Shopein,t.shopein,SuperstoreDashboard_16805653998120/sheets/SuperstoreDashboard,t.shopein,
MakeoverMonday2023Week10-MeatProductioninGermany_16781827625790,Meat Production in Germany - #MakeoverMonday 2023 Week 10 ,Dashboard1,101,0,Toludoyin Shopein,t.shopein,MakeoverMonday2023Week10-MeatProductioninGermany_16781827625790/sheets/Dashboard1,t.shopein,
WOW2023Week2Canyouvisualizeorders_16767335974240,Can you visualize orders? WOW2023 Week2,Dashboard1,82,0,Toludoyin Shopein,t.shopein,WOW2023Week2Canyouvisualizeorders_16767335974240/sheets/Dashboard1,t.shopein,
SuperstoreCohortAnalysis_16707911171640,Superstore | Cohort  Analysis,Dashboard1,146,0,Toludoyin Shopein,t.shopein,SuperstoreCohortAnalysis_16707911171640/sheets/Dashboard1,t.shopein,
RWFDCallCenter_16694190966850,RWFD | Call Center,maindashboard,447,0,Toludoyin Shopein,t.shopein,RWFDCallCenter_16694190966850/sheets/maindashboard,t.shopein,
BerkshireHathawayHoldingsMakeoverMonday2022Week37,Berkshire Hathaway Holdings #MOM 2022 Week37,Dashboard1,141,0,Toludoyin Shopein,t.shopein,BerkshireHathawayHoldingsMakeoverMonday2022Week37/sheets/Dashboard1,t.shopein,
MedianAgeatFirstMarriageMakeoverMonday2022Week36,Median Age at First Marriage in the U.S #MOM 2022 Week 36,MainDashboard,98,0,Toludoyin Shopein,t.shopein,MedianAgeatFirstMarriageMakeoverMonday2022Week36/sheets/MainDashboard,t.shopein,
Top10CountriesbyMilitarySpendingin2020_,Countries by Military Spending. #MOM #MMW35 2022,DASHBOARD_1,116,0,Toludoyin Shopein,t.shopein,Top10CountriesbyMilitarySpendingin2020_/sheets/DASHBOARD_1,t.shopein,
ChurnAnalysis_16580710625490,Maven Telecom Churn Analysis,churnanalysisdashboard,193,0,Toludoyin Shopein,t.shopein,ChurnAnalysis_16580710625490/sheets/churnanalysisdashboard,t.shopein,
20Mostpopulatedcountriesintheworldasat2020,20 Most populated countries in the world as at 2020,mainDASHBOARD,21,0,Toludoyin Shopein,t.shopein,20Mostpopulatedcountriesintheworldasat2020/sheets/mainDASHBOARD,t.shopein,
CustomerAnalysis_16520068666950,Customer Analysis Dashboard,Dashboard1,146,0,Toludoyin Shopein,t.shopein,CustomerAnalysis_16520068666950/sheets/Dashboard1,t.shopein,
Customersperformancebasedonbankmarketing,Portuguese bank marketing: Client bio-data. #RWFD,MarketingKPI,212,0,Toludoyin Shopein,t.shopein,Customersperformancebasedonbankmarketing/sheets/MarketingKPI,t.shopein,
GlobalArtTradePathsIronQuest,Global Art Trade Paths #IronQuest,arts_exports,402,10,Tanya Lomskaya,lomska,GlobalArtTradePathsIronQuest/sheets/arts_exports,lomska,
GlobalMediaFreedomEndangeredMakeoverMonday2023w20,Global Media Freedom Endangered #MakeoverMonday 2023w20,mediafreedom,212,6,Tanya Lomskaya,lomska,GlobalMediaFreedomEndangeredMakeoverMonday2023w20/sheets/mediafreedom,lomska,
WhatpercentageofUScitizensdontspeakEnglishathomeDiversityinData,#VOTD What percentage of US citizens don't speak English at home? #DiversityinData,us_languages,8320,93,Tanya Lomskaya,lomska,WhatpercentageofUScitizensdontspeakEnglishathomeDiversityinData/sheets/us_languages,lomska,VOTD
WOW2023-Week14MLBGameTime_16806350318480,#WOW2023 - Week 14: MLB Game Time,MLBGameTime,45,0,Tanya Lomskaya,lomska,WOW2023-Week14MLBGameTime_16806350318480/sheets/MLBGameTime,lomska,
TheGenderPayGapinUSWorldCupBonusesMakeoverMondayw13,The Gender Pay Gap in US World Cup Bonuses #MakeoverMonday w13,womensoccer,58,0,Tanya Lomskaya,lomska,TheGenderPayGapinUSWorldCupBonusesMakeoverMondayw13/sheets/womensoccer,lomska,
NobelPrizeAwardedWomenB2VB,Nobel Prize Awarded Women #B2VB,nobelwomen,1256,46,Tanya Lomskaya,lomska,NobelPrizeAwardedWomenB2VB/sheets/nobelwomen,lomska,
MeatproductioninGermanyMakeoverMondayweek10,Meat production in Germany #MakeoverMonday week 10,Dashboard1,89,1,Tanya Lomskaya,lomska,MeatproductioninGermanyMakeoverMondayweek10/sheets/Dashboard1,lomska,
LGBTRightsSafetyAroundTheWorldMakeoverMondayw22023,LGBT Rights & Safety Around The World #MakeoverMonday w2 2023,gtidash,107,1,Tanya Lomskaya,lomska,LGBTRightsSafetyAroundTheWorldMakeoverMondayw22023/sheets/gtidash,lomska,
TheDropinthePercentageofReligiousPeopleinEnglandMakeoverMondayW51,The Drop in the Percentage of Religious People in England #MakeoverMonday W51,ukcensusdash,75,1,Tanya Lomskaya,lomska,TheDropinthePercentageofReligiousPeopleinEnglandMakeoverMondayW51/sheets/ukcensusdash,lomska,
WOW2022W50InteractiveProportionalBrushing,#WOW2022 W50 Interactive Proportional Brushing,sales_dash,58,0,Tanya Lomskaya,lomska,WOW2022W50InteractiveProportionalBrushing/sheets/sales_dash,lomska,
HowManyPaidVacationDaysDoCountriesHaveOnTheirAnnualCalendarsMakeoverMondayW50,How Many Paid Vacation Days Do Countries Have On Their Annual Calendars? #MakeoverMonday W50,vacations_dash,101,3,Tanya Lomskaya,lomska,HowManyPaidVacationDaysDoCountriesHaveOnTheirAnnualCalendarsMakeoverMondayW50/sheets/vacations_dash,lomska,
MakeoverMondayW49HowGoodAreAmericansAtPerceivingDemographics,#MakeoverMonday W49 How Good Are Americans At Perceiving Demographics?,yougovdash,46,0,Tanya Lomskaya,lomska,MakeoverMondayW49HowGoodAreAmericansAtPerceivingDemographics/sheets/yougovdash,lomska,
DeathsInActiveShooterAttacksAtU_S_SchoolsMakeoverMonday,Deaths In Active Shooter Attacks At U.S. Schools #MakeoverMonday,k12_dashboard,213,1,Tanya Lomskaya,lomska,DeathsInActiveShooterAttacksAtU_S_SchoolsMakeoverMonday/sheets/k12_dashboard,lomska,
WOW2022W47SmallMultipliesLabelingandSorting,#WOW2022 W47:  Small Multiplies' Labeling and Sorting,dash,78,0,Tanya Lomskaya,lomska,WOW2022W47SmallMultipliesLabelingandSorting/sheets/dash,lomska,
B2VBGoogleAnalyticsDashboardBack2VizBasics,Google Analytics Dashboard | Back 2 Viz Basics,GoogleAnalytics,19531,306,Shreya Arya,shreya.arya,B2VBGoogleAnalyticsDashboardBack2VizBasics/sheets/GoogleAnalytics,shreya.arya,VOTD
ToDrinkOrNotToDrinkMakeoverMonday1hourversion,To Drink Or Not To Drink? (1 hour version) | Makeover Monday,ToDrinkOrNotToDrink,225,2,Shreya Arya,shreya.arya,ToDrinkOrNotToDrinkMakeoverMonday1hourversion/sheets/ToDrinkOrNotToDrink,shreya.arya,
IsTimeTickingOutForLove,Is Time Ticking Out For Love? (1 hour version) | Makeover Monday,IsTimeTickingOutForLove,78,1,Shreya Arya,shreya.arya,IsTimeTickingOutForLove/sheets/IsTimeTickingOutForLove,shreya.arya,
